src_ip_addr,attack_confidence,traffic_class,confidence_reasons,total_packets,total_bytes,packets_per_sec,bytes_per_sec,bytes_per_packet,burst_ratio,flow_duration,dst_port_count,protocol_count,flow_count,country,province,city,isp
180.96.53.116,12.108810461449947,background,行为模式异常(得分100),635544000,12801096000,1062274.5643387947,21396282.045710582,20.14195083267248,1.0,598.286,1,1,168,中国,江苏,南京市,中国电信
180.96.55.118,12.167263312943561,background,行为模式异常(得分100),450240000,9137016000,752532.1744944009,15271629.617248872,20.29365671641791,1.0,598.3,1,1,168,中国,江苏,南京市,中国电信
180.96.6.29,21.39842659555991,background,行为模式异常(得分100),932104000,16592798000,3188948.038263107,56767882.80212938,17.801444903143857,1.0,292.292,1,1,74,中国,江苏,南京市,中国电信
221.224.1.104,11.301109205180827,background,行为模式异常(得分100),588675000,10314087000,990466.7522516535,17353820.449876416,17.520851063829788,1.0,594.341,1,1,167,中国,江苏,苏州市,中国电信
221.224.126.44,20.374976697487735,background,行为模式异常(得分100),874606000,11830380000,2992274.7427195096,40475079.37376834,13.526525086724766,1.0,292.288,1,1,74,中国,江苏,苏州市,中国电信
221.224.144.124,15.138477945947528,background,行为模式异常(得分100),695016000,5255376000,1161608.6321412215,8783524.590437924,7.561518008218516,1.0,598.322,1,1,168,中国,江苏,苏州市,中国电信
221.224.155.64,15.277908509454207,background,行为模式异常(得分100),837144000,6367872000,1399234.815397961,10643507.213093381,7.606662653020269,1.0,598.287,1,1,168,中国,江苏,苏州市,中国电信
221.224.184.117,13.572666486813336,background,行为模式异常(得分100),556920000,13333320000,930846.7074715776,22285565.290643062,23.941176470588236,1.0,598.294,1,1,168,中国,江苏,苏州市,中国电信
221.224.191.186,11.801449108425388,background,行为模式异常(得分100),807912000,13106184000,1350359.5222415735,21905925.84916446,16.222291536702016,1.0,598.294,1,1,168,中国,江苏,苏州市,中国电信
221.224.25.90,13.880057037116003,background,行为模式异常(得分100),588842000,6375726000,990744.4018016533,10727351.04140202,10.8275666477595,1.0,594.343,1,1,167,中国,江苏,苏州市,中国电信
221.224.30.193,12.520451447399141,background,行为模式异常(得分100),640920000,9201192000,1071195.7775244769,15378328.057467384,14.356225425950196,1.0,598.322,1,1,168,中国,江苏,苏州市,中国电信
221.224.8.141,13.550951674644685,background,行为模式异常(得分100),499497000,5834980000,840387.6405912192,9817166.219410632,11.681711802072885,1.0,594.365,1,1,167,中国,江苏,苏州市,中国电信
221.224.90.189,13.32422048478887,background,行为模式异常(得分100),499968000,11647440000,835671.4130269454,19468111.245012812,23.296370967741936,1.0,598.283,1,1,168,中国,江苏,苏州市,中国电信
221.224.94.191,18.124089997299883,background,行为模式异常(得分100),346525000,12389563000,583037.7693726192,20845777.866016984,35.753734939759035,1.0,594.344,1,1,167,中国,江苏,苏州市,中国电信
221.224.98.237,14.653121564842474,background,未检出明显异常,1361866000,32798232000,2276290.65174842,54820598.278740995,24.083303349962478,1.63641503642796,598.283,2,2,242,中国,江苏,苏州市,中国电信
222.94.1.184,23.015957626012963,background,行为模式异常(得分100),709364000,18432290000,2426959.9876832543,63062729.86981884,25.984247861464635,1.0,292.285,1,1,74,中国,江苏,南京市,中国电信
222.94.17.132,20.4039327553693,background,行为模式异常(得分100),764050000,15971642000,2614138.690826479,54645752.64476043,20.903922518159806,1.0,292.276,1,1,74,中国,江苏,南京市,中国电信
222.94.216.183,12.329698036492866,background,行为模式异常(得分100),636771000,9456876000,1071346.7313855963,15910889.773119211,14.851298190401259,1.0,594.365,1,1,167,中国,江苏,南京市,中国电信
222.94.220.86,23.38298308377339,background,行为模式异常(得分100),982424000,18554242000,3361185.144636228,63479966.4710813,18.88618559807171,1.0,292.285,1,1,74,中国,江苏,南京市,中国电信
222.94.224.76,13.26726924550265,background,行为模式异常(得分100),418168000,9679988000,703584.9910572922,16286980.999059457,23.14856230031949,1.0,594.339,1,1,167,中国,江苏,南京市,中国电信
222.94.225.75,11.572026212026461,background,行为模式异常(得分100),665161000,11186495000,1119140.237233953,18821393.11853285,16.817725332663823,1.0,594.35,1,1,167,中国,江苏,南京市,中国电信
222.94.243.217,14.363247621787401,background,行为模式异常(得分100),815472000,7889448000,1363013.6757336794,13186750.149594009,9.674701277297075,1.0,598.286,1,1,168,中国,江苏,南京市,中国电信
222.94.27.105,14.228199466962778,background,行为模式异常(得分100),811776000,8095920000,1356842.8319039652,13531923.855432963,9.973096026490067,1.0,598.283,1,1,168,中国,江苏,南京市,中国电信
222.94.29.236,25.70297303376975,background,行为模式异常(得分100),1060790000,20818494000,3629300.1693552523,71226693.124861,19.625462155563305,1.0,292.285,1,1,74,中国,江苏,南京市,中国电信
222.94.34.240,14.717575454802393,background,行为模式异常(得分100),447226000,12036024000,752473.7482354406,20251041.069015935,26.9126213592233,1.0,594.341,1,1,167,中国,江苏,南京市,中国电信
222.94.77.104,15.039652305622038,background,行为模式异常(得分100),780024000,6098232000,1303685.975110392,10192224.253829878,7.818005599827698,1.0,598.322,1,1,168,中国,江苏,南京市,中国电信
222.94.78.216,12.500877612508013,background,行为模式异常(得分100),829080000,12187560000,1385740.1210775974,20370520.17904241,14.700101317122593,1.0,598.294,1,1,168,中国,江苏,南京市,中国电信
222.94.85.140,15.52603280564419,background,行为模式异常(得分100),777000000,5093760000,1298699.1280162996,8513850.283557666,6.555675675675675,1.0,598.291,1,1,168,中国,江苏,南京市,中国电信
222.94.85.194,14.154052681437722,background,行为模式异常(得分100),420672000,10706136000,703119.2022651072,17894439.85732767,25.450079872204473,1.0,598.294,1,1,168,中国,江苏,南京市,中国电信
222.94.93.204,13.189880961206374,background,行为模式异常(得分100),763190000,9630556000,1284068.558583872,16203427.929193595,12.618818380743983,1.0,594.353,1,1,167,中国,江苏,南京市,中国电信
222.95.103.103,12.322024914240357,background,未检出明显异常,1401572000,27664764000,2353435.4362321445,46453008.430961326,19.738382330697245,1.9265253586686948,595.543,2,2,241,中国,江苏,南京市,中国电信
222.95.117.181,15.276331815538185,background,行为模式异常(得分100),714760000,5148944000,1202593.0892455443,8663165.917667901,7.20373831775701,1.0,594.349,1,1,167,中国,江苏,南京市,中国电信
222.95.118.169,12.58727286383988,background,行为模式异常(得分100),613368000,13116096000,1025194.9710343076,21922492.954968628,21.383730484798686,1.0,598.294,1,1,168,中国,江苏,南京市,中国电信
222.95.153.128,11.987389952296924,background,行为模式异常(得分100),477288000,9463104000,797762.9315892311,15817103.27721162,19.826821541710665,1.0,598.283,1,1,168,中国,江苏,南京市,中国电信
222.95.159.17,18.33887258825758,background,行为模式异常(得分100),645206000,13968536000,2207402.186854242,47789662.39240212,21.649730473678176,1.0,292.292,1,1,74,中国,江苏,南京市,中国电信
222.95.167.61,13.874132639174945,background,行为模式异常(得分100),838320000,9445128000,1401221.5057214205,15787189.233098993,11.266733466933868,1.0,598.278,1,1,168,中国,江苏,南京市,中国电信
222.95.177.130,14.272125700893199,background,行为模式异常(得分100),821688000,8216040000,1373410.2423100774,13732698.405269746,9.998977714168882,1.0,598.283,1,1,168,中国,江苏,南京市,中国电信
222.95.182.220,12.648714910151073,background,行为模式异常(得分100),817465000,11631717000,1375388.6585726978,19570417.86685331,14.229009193054138,1.0,594.352,1,1,167,中国,江苏,南京市,中国电信
222.95.194.217,14.404485448493435,background,未检出明显异常,1041214000,23767857000,1750242.4789501375,39952894.366587825,22.827062448257514,2.022965499887631,594.897,2,1,241,中国,江苏,南京市,中国电信
222.95.200.5,13.020577733551711,background,行为模式异常(得分100),504841000,6592325000,849400.1850761336,11091654.748885337,13.058220310949388,1.0,594.35,1,1,167,中国,江苏,南京市,中国电信
222.95.227.64,12.759405040641717,background,行为模式异常(得分67),1213342000,19551648000,2028002.9550689126,32678997.282272596,16.11388050524914,1.8738245276270005,598.294,2,1,242,中国,江苏,南京市,中国电信
222.95.238.107,23.777348693392547,background,行为模式异常(得分100),840048000,19322362000,2873914.2185623725,66104330.80967907,23.00149753347428,1.0,292.301,1,1,74,中国,江苏,南京市,中国电信
222.95.248.31,11.856074811624062,background,行为模式异常(得分100),425182000,6837147000,715377.9111830483,11503647.706891272,16.08051846032993,1.0,594.346,1,1,167,中国,江苏,南京市,中国电信
222.95.29.120,12.890497218758096,background,行为模式异常(得分100),461755000,10237434000,776903.6246136556,17224501.264400113,22.170705244122967,1.0,594.353,1,1,167,中国,江苏,南京市,中国电信
222.95.49.4,21.74704775758351,background,行为模式异常(得分100),748140000,17284180000,2559528.696937351,59132454.77187508,23.1028684470821,1.0,292.296,1,1,74,中国,江苏,南京市,中国电信
222.95.61.123,13.362642270872447,background,行为模式异常(得分100),369432000,8643264000,617487.0420854344,14446781.874129802,23.396089131423373,1.0,598.283,1,1,168,中国,江苏,南京市,中国电信
222.95.65.131,11.864192900153046,background,行为模式异常(得分100),612389000,9834630000,1030369.8730858987,16547172.573228408,16.059449140987184,1.0,594.339,1,1,167,中国,江苏,南京市,中国电信
222.95.83.123,12.418356799335047,background,行为模式异常(得分100),510519000,7464399000,858952.0333944084,12558907.110444838,14.621197252208047,1.0,594.351,1,1,167,中国,江苏,南京市,中国电信
49.64.112.79,14.599434018499487,background,未检出明显异常,1126317000,24586000000,1892540.3479882716,41311635.175212346,21.828668128066965,1.9882253397578127,595.135,2,2,241,中国,江苏,苏州市,中国电信
49.64.13.145,12.53768781973766,background,行为模式异常(得分100),546758000,11621363000,919902.7533586264,19552569.549014494,21.255039706780696,1.0,594.365,1,1,167,中国,江苏,苏州市,中国电信
49.64.138.90,12.173578588172408,background,行为模式异常(得分100),425516000,8642250000,715948.3055966375,14540943.80479827,20.31004709576138,1.0,594.339,1,1,167,中国,江苏,苏州市,中国电信
49.64.14.31,11.467808309486824,background,行为模式异常(得分100),589008000,10883880000,984479.2025325343,18191524.568188883,18.478322875071306,1.0,598.294,1,1,168,中国,江苏,苏州市,中国电信
49.64.185.159,13.601237460418066,background,行为模式异常(得分100),813288000,9451680000,1359363.2476775323,15797929.418371817,11.621565792191696,1.0,598.286,1,1,168,中国,江苏,苏州市,中国电信
49.64.192.135,17.257004428881487,background,行为模式异常(得分100),656750000,12992698000,2247089.1342505314,44454892.27316119,19.783323943661973,1.0,292.267,1,1,74,中国,江苏,苏州市,中国电信
49.64.228.110,12.653985515293948,background,行为模式异常(得分100),549096000,11836793000,923858.1242397169,19915492.697076306,21.556873479318735,1.0,594.351,1,1,167,中国,江苏,苏州市,中国电信
49.64.251.89,25.863737483779005,background,行为模式异常(得分100),720538000,21177690000,2465265.707755683,72457848.0614214,29.391496354113176,1.0,292.276,1,1,74,中国,江苏,苏州市,中国电信
49.64.26.1,13.974135475796402,background,行为模式异常(得分100),497952000,12440400000,832286.4678569399,20793121.776250474,24.983130904183536,1.0,598.294,1,1,168,中国,江苏,苏州市,中国电信
49.64.38.149,13.29431181566436,background,行为模式异常(得分100),819504000,10248168000,1369688.8255999358,17128410.83444479,12.505330053300533,1.0,598.314,1,1,168,中国,江苏,苏州市,中国电信
49.64.64.111,13.165790037620745,background,行为模式异常(得分100),610512000,7742112000,1020421.398175479,12940313.62507396,12.681342872867363,1.0,598.294,1,1,168,中国,江苏,苏州市,中国电信
49.64.76.242,26.045779517111278,background,行为模式异常(得分100),1080992000,21116492000,3698417.6403168137,72246239.11593136,19.534364731653888,1.0,292.285,1,1,74,中国,江苏,苏州市,中国电信
49.64.8.122,14.551236387560696,background,行为模式异常(得分100),360864000,9556008000,603151.9462741748,15972013.899451274,26.480912476722533,1.0,598.297,1,1,168,中国,江苏,苏州市,中国电信
49.64.98.43,13.754621895648842,background,行为模式异常(得分100),755842000,8429993000,1271679.8600186754,14183192.146240104,11.153115333627927,1.0,594.365,1,1,167,中国,江苏,苏州市,中国电信
49.65.102.145,15.044137527218709,background,行为模式异常(得分100),749616000,5851776000,1252916.1937967264,9780720.946285874,7.80636485880771,1.0,598.297,1,1,168,中国,江苏,南京市,中国电信
49.65.128.87,11.941538680477887,background,行为模式异常(得分100),796656000,12633936000,1331501.5192691465,21115895.666823775,15.858709405314213,1.0,598.314,1,1,168,中国,江苏,南京市,中国电信
49.65.135.19,11.402901033719235,background,行为模式异常(得分100),372410000,6818777000,626582.6085932386,11472643.269717725,18.309865470852017,1.0,594.351,1,1,167,中国,江苏,南京市,中国电信
49.65.159.49,13.720041171975087,background,未检出明显异常,1692112000,25766926000,2828228.2623593085,43067331.44574407,15.227671690762786,1.8306116852785157,598.294,2,2,242,中国,江苏,南京市,中国电信
49.65.166.229,12.30465012050773,background,行为模式异常(得分100),633097000,13073595000,1065165.3445273526,21995903.190800264,20.650224215246638,1.0,594.365,1,1,167,中国,江苏,南京市,中国电信
49.65.168.190,15.225658672118925,background,行为模式异常(得分100),457632000,12919536000,764891.0156661323,21593850.54579916,28.23127753303965,1.0,598.297,1,1,168,中国,江苏,南京市,中国电信
49.65.184.99,13.768749989137,background,行为模式异常(得分100),598027000,6647936000,1006188.2833150219,11185239.648758557,11.116447919575538,1.0,594.349,1,1,167,中国,江苏,南京市,中国电信
49.65.221.91,14.431504305256723,background,行为模式异常(得分100),373913000,9785365000,629116.7097953045,16464088.258354561,26.1701652523448,1.0,594.346,1,1,167,中国,江苏,苏州市,中国电信
49.65.33.222,12.793350129628951,background,行为模式异常(得分100),645622000,8811421000,1086267.4960334753,14825331.58127632,13.647956544231764,1.0,594.349,1,1,167,中国,江苏,南京市,中国电信
49.65.50.182,14.993363304668634,background,行为模式异常(得分100),736008000,5842536000,1230171.6371634824,9765277.111534907,7.938141976717644,1.0,598.297,1,1,168,中国,江苏,南京市,中国电信
49.65.7.188,11.38620804177484,background,行为模式异常(得分100),532563000,9728084000,896038.2129811746,16367518.966001688,18.26654123549702,1.0,594.353,1,1,167,中国,江苏,南京市,中国电信
58.211.111.34,19.44191288580944,background,行为模式异常(得分100),609982000,14853798000,2086828.3037006375,50816788.17383451,24.351207084799224,1.0,292.301,1,1,74,中国,江苏,苏州市,中国电信
58.211.127.178,12.570637575132489,background,行为模式异常(得分100),408482000,8717233000,687276.3309099536,14666859.034001907,21.340556009811937,1.0,594.349,1,1,167,中国,江苏,苏州市,中国电信
58.211.135.199,13.203277387071852,background,行为模式异常(得分100),476618000,10953864000,801909.2998448735,18429865.029931657,22.982480728801683,1.0,594.354,1,1,167,中国,江苏,苏州市,中国电信
58.211.17.91,14.543596984445944,background,行为模式异常(得分100),777504000,7079520000,1299541.5274506886,11832904.055050133,9.105445116681071,1.0,598.291,1,1,168,中国,江苏,苏州市,中国电信
58.211.175.244,11.530358622395653,background,行为模式异常(得分100),639072000,10816848000,1068162.48280519,18079576.66085567,16.925867507886434,1.0,598.291,1,1,168,中国,江苏,苏州市,中国电信
58.211.180.149,12.620661674667945,background,行为模式异常(得分100),675682000,9524511000,1136836.1899409948,16025007.02444507,14.096144340088976,1.0,594.353,1,1,167,中国,江苏,苏州市,中国电信
